"id","stratum","stratum_N","weight"
"W7000176513","french",233170,310.893333333333
"W2758607421","french",233170,310.893333333333
"W4299976395","french",233170,310.893333333333
"W2810743917","french",233170,310.893333333333
"W6922049495","french",233170,310.893333333333
"W3092560629","french",233170,310.893333333333
"W2167500684","french",233170,310.893333333333
"W2116219848","french",233170,310.893333333333
"W2945464982","french",233170,310.893333333333
"W7048423118","french",233170,310.893333333333
"W75455361","french",233170,310.893333333333
"W7164319045","french",233170,310.893333333333
"W3212444597","french",233170,310.893333333333
"W4399069799","french",233170,310.893333333333
"W6930315955","french",233170,310.893333333333
"W4251774391","french",233170,310.893333333333
"W2537972748","french",233170,310.893333333333
"W3164195100","french",233170,310.893333333333
"W7025369236","french",233170,310.893333333333
"W1991119996","french",233170,310.893333333333
"W4384613149","french",233170,310.893333333333
"W1870692482","french",233170,310.893333333333
"W4377251286","french",233170,310.893333333333
"W4407161265","french",233170,310.893333333333
"W1567771433","french",233170,310.893333333333
"W6992802819","french",233170,310.893333333333
"W4400129119","french",233170,310.893333333333
"W1554957041","french",233170,310.893333333333
"W2897551690","french",233170,310.893333333333
"W4406121314","french",233170,310.893333333333
"W1518176930","french",233170,310.893333333333
"W7037047492","french",233170,310.893333333333
"W7070268932","french",233170,310.893333333333
"W2752106324","french",233170,310.893333333333
"W4400295496","french",233170,310.893333333333
"W7029961680","french",233170,310.893333333333
"W2795902123","french",233170,310.893333333333
"W3032194506","french",233170,310.893333333333
"W1452061937","french",233170,310.893333333333
"W2286859410","french",233170,310.893333333333
"W4240374362","french",233170,310.893333333333
"W4250824742","french",233170,310.893333333333
"W4405600584","french",233170,310.893333333333
"W7059310529","french",233170,310.893333333333
"W354993360","french",233170,310.893333333333
"W115029218","french",233170,310.893333333333
"W6986782766","french",233170,310.893333333333
"W2114512311","french",233170,310.893333333333
"W7065690011","french",233170,310.893333333333
"W4388288982","french",233170,310.893333333333
"W2266273911","french",233170,310.893333333333
"W3212269695","french",233170,310.893333333333
"W7103910646","french",233170,310.893333333333
"W2762077041","french",233170,310.893333333333
"W3131147707","french",233170,310.893333333333
"W6980592165","french",233170,310.893333333333
"W2237850395","french",233170,310.893333333333
"W2565848580","french",233170,310.893333333333
"W4214583997","french",233170,310.893333333333
"W7104838653","french",233170,310.893333333333
"W2763307789","french",233170,310.893333333333
"W1579724704","french",233170,310.893333333333
"W2774631263","french",233170,310.893333333333
"W2075985483","french",233170,310.893333333333
"W2077230184","french",233170,310.893333333333
"W1562128847","french",233170,310.893333333333
"W1576128929","french",233170,310.893333333333
"W2785134601","french",233170,310.893333333333
"W151534785","french",233170,310.893333333333
"W3123725742","french",233170,310.893333333333
"W1531144480","french",233170,310.893333333333
"W4409284203","french",233170,310.893333333333
"W2517828136","french",233170,310.893333333333
"W3208010024","french",233170,310.893333333333
"W1964604709","french",233170,310.893333333333
"W2159553972","french",233170,310.893333333333
"W1964410206","french",233170,310.893333333333
"W7048321219","french",233170,310.893333333333
"W2617196907","french",233170,310.893333333333
"W2607464351","french",233170,310.893333333333
"W6899188130","french",233170,310.893333333333
"W4364858723","french",233170,310.893333333333
"W4399114377","french",233170,310.893333333333
"W3211824408","french",233170,310.893333333333
"W4206793318","french",233170,310.893333333333
"W2077517332","french",233170,310.893333333333
"W2746265960","french",233170,310.893333333333
"W1595459187","french",233170,310.893333333333
"W2767580451","french",233170,310.893333333333
"W6992216141","french",233170,310.893333333333
"W4400021500","french",233170,310.893333333333
"W3135888487","french",233170,310.893333333333
"W2169703502","french",233170,310.893333333333
"W2070841229","french",233170,310.893333333333
"W7001845946","french",233170,310.893333333333
"W4386057563","french",233170,310.893333333333
"W1855650394","french",233170,310.893333333333
"W1546877256","french",233170,310.893333333333
"W2919926150","french",233170,310.893333333333
"W3217788353","french",233170,310.893333333333
"W6911813916","french",233170,310.893333333333
"W7053346309","french",233170,310.893333333333
"W4210788992","french",233170,310.893333333333
"W4379877471","french",233170,310.893333333333
"W1772251379","french",233170,310.893333333333
"W4386695555","french",233170,310.893333333333
"W2048038587","french",233170,310.893333333333
"W2800926350","french",233170,310.893333333333
"W4206426785","french",233170,310.893333333333
"W2600208786","french",233170,310.893333333333
"W6992365297","french",233170,310.893333333333
"W6948001283","french",233170,310.893333333333
"W4244649218","french",233170,310.893333333333
"W7020193836","french",233170,310.893333333333
"W4394888136","french",233170,310.893333333333
"W1988590005","french",233170,310.893333333333
"W54058487","french",233170,310.893333333333
"W2317854404","french",233170,310.893333333333
"W4300696358","french",233170,310.893333333333
"W4312280714","french",233170,310.893333333333
"W6923549395","french",233170,310.893333333333
"W2118010534","french",233170,310.893333333333
"W2937800559","french",233170,310.893333333333
"W7029540841","french",233170,310.893333333333
"W2011566155","french",233170,310.893333333333
"W4286644031","french",233170,310.893333333333
"W2998565383","french",233170,310.893333333333
"W1996643927","french",233170,310.893333333333
"W2583776053","french",233170,310.893333333333
"W1977866715","french",233170,310.893333333333
"W4206606353","french",233170,310.893333333333
"W600848355","french",233170,310.893333333333
"W4399312398","french",233170,310.893333333333
"W7029432412","french",233170,310.893333333333
"W2572701709","french",233170,310.893333333333
"W132120929","french",233170,310.893333333333
"W4402911779","french",233170,310.893333333333
"W2994924643","french",233170,310.893333333333
"W175340094","french",233170,310.893333333333
"W1568848413","french",233170,310.893333333333
"W2981929865","french",233170,310.893333333333
"W1972019175","french",233170,310.893333333333
"W369500825","french",233170,310.893333333333
"W4308657212","french",233170,310.893333333333
"W352718798","french",233170,310.893333333333
"W7057761789","french",233170,310.893333333333
"W7084749175","french",233170,310.893333333333
"W7164404712","french",233170,310.893333333333
"W3011757730","french",233170,310.893333333333
"W789409739","french",233170,310.893333333333
"W7001879087","french",233170,310.893333333333
"W3216044503","french",233170,310.893333333333
"W3209577744","french",233170,310.893333333333
"W2898450319","french",233170,310.893333333333
"W1639845978","french",233170,310.893333333333
"W7001581988","french",233170,310.893333333333
"W7006466875","french",233170,310.893333333333
"W7014460818","french",233170,310.893333333333
"W4389333000","french",233170,310.893333333333
"W2070370968","french",233170,310.893333333333
"W2080504392","french",233170,310.893333333333
"W2942669476","french",233170,310.893333333333
"W2518234291","french",233170,310.893333333333
"W2053518629","french",233170,310.893333333333
"W2919604989","french",233170,310.893333333333
"W6998646999","french",233170,310.893333333333
"W3135863372","french",233170,310.893333333333
"W4234691270","french",233170,310.893333333333
"W2968563496","french",233170,310.893333333333
"W2312734926","french",233170,310.893333333333
"W4317906834","french",233170,310.893333333333
"W2093553413","french",233170,310.893333333333
"W4413484345","french",233170,310.893333333333
"W7036075453","french",233170,310.893333333333
"W1765392320","french",233170,310.893333333333
"W7030197184","french",233170,310.893333333333
"W2480423795","french",233170,310.893333333333
"W4360616223","french",233170,310.893333333333
"W3013034108","french",233170,310.893333333333
"W1820601688","french",233170,310.893333333333
"W2592157035","french",233170,310.893333333333
"W7084172156","french",233170,310.893333333333
"W2125664012","french",233170,310.893333333333
"W4399833484","french",233170,310.893333333333
"W7026592367","french",233170,310.893333333333
"W4399822315","french",233170,310.893333333333
"W6992491376","french",233170,310.893333333333
"W2073305912","french",233170,310.893333333333
"W4388001887","french",233170,310.893333333333
"W7002012558","french",233170,310.893333333333
"W4243398431","french",233170,310.893333333333
"W2759908232","french",233170,310.893333333333
"W4386665372","french",233170,310.893333333333
"W1519869673","french",233170,310.893333333333
"W2150893216","french",233170,310.893333333333
"W7011367088","french",233170,310.893333333333
"W1830353797","french",233170,310.893333333333
"W4390337387","french",233170,310.893333333333
"W4393320403","french",233170,310.893333333333
"W4256749659","french",233170,310.893333333333
